2025-05-24 11:29:24.955,0.0,0.0,0.0,0.0,00:00:00,0.0,0.0,0.0,0.0
2025-05-24 11:29:25.564,1.3,nan,0.1,1.8,00:00:00,0.0,0.8,0.8,296.0
2025-05-24 11:29:26.514,1.2,nan,0.1,1.8,00:00:00,0.0,0.8,0.7,296.0
2025-05-24 11:29:27.506,1.2,nan,0.1,1.5,00:00:00,0.0,0.9,0.5,296.0
2025-05-24 11:29:28.507,1.2,nan,0.1,1.4,00:00:00,0.0,0.9,0.2,296.0
2025-05-24 11:29:29.508,1.2,nan,0.1,1.1,00:00:00,0.0,0.9,0.0,297.0
2025-05-24 11:29:30.511,1.2,nan,0.1,1.0,00:00:00,0.0,0.8,-0.0,297.0
2025-05-24 11:29:31.510,1.3,nan,0.1,0.8,00:00:00,0.0,0.8,-0.1,297.0
2025-05-24 11:29:32.524,1.5,nan,0.1,0.7,00:00:00,0.0,0.8,-0.3,297.0
2025-05-24 11:29:33.506,1.5,nan,0.1,0.6,00:00:00,0.0,0.7,-0.4,297.0
2025-05-24 11:29:34.504,1.5,nan,0.1,0.6,00:00:00,0.0,0.7,-0.5,297.0
2025-05-24 11:29:35.512,1.5,nan,0.1,0.6,00:00:00,0.0,0.9,-0.5,297.0
2025-05-24 11:29:36.506,1.3,nan,0.0,0.6,00:00:00,0.0,0.9,-0.5,297.0
2025-05-24 11:29:37.506,1.1,nan,0.0,0.8,00:00:00,0.0,1.0,-0.5,297.0
2025-05-24 11:29:38.511,1.1,nan,-0.0,1.0,00:00:00,0.0,1.0,-0.6,297.0
2025-05-24 11:29:39.506,0.9,nan,-0.1,1.2,00:00:00,0.0,1.0,-0.5,297.0
2025-05-24 11:29:40.512,0.8,nan,-0.1,1.2,00:00:00,0.0,1.0,-0.4,297.0
2025-05-24 11:29:41.505,0.7,nan,-0.1,1.2,00:00:00,0.0,1.1,-0.3,297.0
2025-05-24 11:29:42.505,0.7,nan,-0.1,1.2,00:00:00,0.0,1.1,-0.2,297.0
2025-05-24 11:29:43.509,0.6,nan,-0.1,1.2,00:00:00,0.0,1.1,0.0,297.0
2025-05-24 11:29:44.506,0.6,nan,-0.1,1.2,00:00:00,0.0,1.1,0.1,297.0
2025-05-24 11:29:45.508,0.5,nan,-0.1,1.1,00:00:00,0.0,1.2,0.3,297.0
2025-05-24 11:29:46.504,0.5,nan,-0.1,0.9,00:00:00,0.0,1.3,0.5,297.0
2025-05-24 11:29:47.504,0.5,nan,-0.1,0.6,00:00:00,0.0,1.4,0.7,297.0
2025-05-24 11:29:48.507,0.5,nan,-0.1,0.4,00:00:00,0.0,1.5,0.8,297.0
2025-05-24 11:29:49.504,0.5,nan,-0.1,0.2,00:00:00,0.0,1.6,0.9,297.0
2025-05-24 11:29:51.272,0.5,nan,-0.1,0.2,00:00:00,0.0,1.6,0.9,297.0
2025-05-24 11:29:51.933,0.6,nan,-0.0,0.1,00:00:00,0.0,1.5,0.9,297.0
2025-05-24 11:29:52.538,0.6,nan,-0.1,0.1,00:00:00,0.0,1.5,0.8,297.0
2025-05-24 11:29:53.540,0.5,nan,-0.1,0.1,00:00:00,0.0,1.5,0.7,297.0
2025-05-24 11:29:54.508,0.4,nan,-0.1,0.1,00:00:00,0.0,1.5,0.8,297.0
2025-05-24 11:29:55.508,0.3,nan,-0.1,0.2,00:00:00,0.0,1.5,0.7,297.0
2025-05-24 11:29:56.506,0.2,nan,-0.1,0.2,00:00:00,0.0,1.5,0.6,297.0
2025-05-24 11:29:57.507,0.1,nan,-0.2,0.3,00:00:00,0.0,1.5,0.4,297.0
2025-05-24 11:29:58.506,0.0,nan,-0.2,0.4,00:00:00,0.0,1.5,0.4,297.0
2025-05-24 11:29:59.507,-0.0,nan,-0.2,0.3,00:00:00,0.0,1.5,0.5,297.0
2025-05-24 11:30:00.508,0.0,nan,-0.2,0.2,00:00:00,0.0,1.4,0.7,297.0
2025-05-24 11:30:01.508,0.1,nan,-0.1,0.1,00:00:00,0.0,1.4,0.8,297.0
2025-05-24 11:30:02.505,0.3,nan,-0.0,0.1,00:00:00,0.0,1.4,0.9,297.0
2025-05-24 11:30:03.508,0.5,nan,0.0,0.2,00:00:00,0.0,1.4,0.8,297.0
2025-05-24 11:30:04.505,0.7,nan,0.0,0.2,00:00:00,0.0,1.5,0.8,297.0
2025-05-24 11:30:05.509,0.7,nan,0.1,0.1,00:00:00,0.0,1.4,0.6,297.0
2025-05-24 11:30:06.509,0.7,nan,0.1,0.1,00:00:00,0.0,1.3,0.6,297.0
2025-05-24 11:30:07.509,0.7,nan,0.0,0.0,00:00:00,0.0,1.3,0.4,297.0
2025-05-24 11:30:08.506,0.6,nan,0.0,0.1,00:00:00,0.0,1.3,0.4,297.0
